tweet_id,username,content,timestamp,likes,retweets,replies,hashtags,mentions,source_hashtag,scraped_at,cashtags,date
swing_trader_in|2026-09-05T03:57:36.571941+00:00|Profit booking seen in #intraday near 48,swing_trader_in,"Profit booking seen in #intraday near 48752, caution advised",2026-09-05 03:57:36.571941+00:00,7,1,0,['intraday'],[],intraday,2026-09-05 19:16:04.279056+00:00,[],2026-09-05
niftyguru|2026-09-05T17:42:17.377113+00:00|#sensex range-bound between 22205 and 22,niftyguru,"#sensex range-bound between 22205 and 22655 today, waiting for a clear direction NFA.",2026-09-05 17:42:17.377113+00:00,1,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.271825+00:00,[],2026-09-05
"riskmanager_99|2026-09-05T06:19:10.510039+00:00|Gap up opening expected for #intraday, 2",riskmanager_99,"Gap up opening expected for #intraday, 21616 is the level to watch",2026-09-05 06:19:10.510039+00:00,10,1,0,['intraday'],['user_a16cae'],intraday,2026-09-05 19:16:04.292852+00:00,[],2026-09-05
"the_bear_desk|2026-09-04T19:58:01.727839+00:00|#nifty50 breaking down below 49795, expe",the_bear_desk,"#nifty50 breaking down below 49795, expecting further downside to 49945 RBI policy day today.",2026-09-04 19:58:01.727839+00:00,11,0,0,"['nifty50', 'nifty50']",[],nifty50,2026-09-05 19:16:04.297867+00:00,[],2026-09-04
MarketMaverick|2026-09-05T06:30:25.910084+00:00|#banknifty range-bound between 23236 and,MarketMaverick,"#banknifty range-bound between 23236 and 22786 today, waiting for a clear direction Keep an eye on FII/DII data.",2026-09-05 06:30:25.910084+00:00,14,0,1,['banknifty'],[],banknifty,2026-09-05 19:16:04.257715+00:00,[],2026-09-05
the_bear_desk|2026-09-05T13:01:28.713852+00:00|#nifty50 range-bound between 23030 and 2,the_bear_desk,"#nifty50 range-bound between 23030 and 22730 today, waiting for a clear direction NFA. Reliance also in focus.",2026-09-05 13:01:28.713852+00:00,15,4,2,['nifty50'],['user_2250dc'],nifty50,2026-09-05 19:16:04.269511+00:00,[],2026-09-05
"options_owl|2026-09-05T17:10:16.906178+00:00|Mixed signals on #sensex today, 48664 ac",options_owl,"Mixed signals on #sensex today, 48664 acting as a pivot Options data suggests the same. Infosys also in focus.",2026-09-05 17:10:16.906178+00:00,8,1,0,"['sensex', 'intraday']",[],sensex,2026-09-05 19:16:04.283067+00:00,[],2026-09-05
"the_bear_desk|2026-09-04T23:47:52.912381+00:00|Mixed signals on #nifty50 today, 21850 a",the_bear_desk,"Mixed signals on #nifty50 today, 21850 acting as a pivot RBI policy day today.",2026-09-04 23:47:52.912381+00:00,2,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.309835+00:00,[],2026-09-04
"the_bear_desk|2026-09-04T20:29:07.273578+00:00|#sensex forming lower lows, 48493 suppor",the_bear_desk,"#sensex forming lower lows, 48493 support gone, next target 49113 Let's see how it closes.",2026-09-04 20:29:07.273578+00:00,6,0,1,"['sensex', 'nifty50']",['user_13227a'],sensex,2026-09-05 19:16:04.257243+00:00,[],2026-09-04
intraday_ishaan|2026-09-05T16:14:32.748251+00:00|Short positions added on #intraday below,intraday_ishaan,"Short positions added on #intraday below 50970, target 51590 Budget session ahead, stay alert.",2026-09-05 16:14:32.748251+00:00,8,1,1,"['intraday', 'nifty50']",['user_3c1b09'],intraday,2026-09-05 19:16:04.275111+00:00,[],2026-09-05
"intraday_ishaan|2026-09-05T05:48:04.661045+00:00|#nifty50 breaking down below 22709, expe",intraday_ishaan,"#nifty50 breaking down below 22709, expecting further downside to 23009 #stockmarket #trading",2026-09-05 05:48:04.661045+00:00,12,0,0,"['nifty50', 'nifty50']",[],nifty50,2026-09-05 19:16:04.254312+00:00,[],2026-09-05
"chartwizard|2026-09-04T21:50:04.494827+00:00|बाजार में तेजी है, 48210 के ऊपर खरीदारी ",chartwizard,"बाजार में तेजी है, 48210 के ऊपर खरीदारी का मौका #banknifty Let's see how it closes.",2026-09-04 21:50:04.494827+00:00,11,3,1,['banknifty'],[],banknifty,2026-09-05 19:16:04.264991+00:00,[],2026-09-04
"the_bear_desk|2026-09-05T05:45:14.257863+00:00|FIIs buying heavily today, #intraday cou",the_bear_desk,"FIIs buying heavily today, #intraday could test 48858 by expiry Budget session ahead, stay alert.",2026-09-05 05:45:14.257863+00:00,1,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.307085+00:00,[],2026-09-05
"niftyguru|2026-09-05T06:56:22.486290+00:00|#intraday forming lower lows, 22799 supp",niftyguru,"#intraday forming lower lows, 22799 support gone, next target 22179 Budget session ahead, stay alert.",2026-09-05 06:56:22.486290+00:00,9,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.291960+00:00,[],2026-09-05
sensex_scalper|2026-09-05T16:50:41.067814+00:00|Profit booking seen in #intraday near 22,sensex_scalper,"Profit booking seen in #intraday near 22425, caution advised RBI policy day today.",2026-09-05 16:50:41.067814+00:00,7,2,0,['intraday'],[],intraday,2026-09-05 19:16:04.261926+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-04T21:50:35.494134+00:00|#intraday looking strong today, breakout",dalalstreet_diary,"#intraday looking strong today, breakout above 21635, target 22255 Kya lagta hai aap logo ka?",2026-09-04 21:50:35.494134+00:00,3,0,0,"['intraday', 'intraday']",['user_f5229c'],intraday,2026-09-05 19:16:04.299035+00:00,[],2026-09-04
"options_owl|2026-09-05T10:54:18.872012+00:00|Market crash ho sakta hai, 23194 ka supp",options_owl,"Market crash ho sakta hai, 23194 ka support toot gaya, bearish on #intraday #stockmarket #trading",2026-09-05 10:54:18.872012+00:00,9,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.288836+00:00,[],2026-09-05
trader_raj|2026-09-05T16:12:19.422626+00:00|Short positions added on #sensex below 2,trader_raj,"Short positions added on #sensex below 23434, target 22984 DYOR.",2026-09-05 16:12:19.422626+00:00,10,2,1,['sensex'],[],sensex,2026-09-05 19:16:04.264932+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T06:38:32.834419+00:00|आज #sensex में जबरदस्त तेजी, 22264 का स्",dalalstreet_diary,"आज #sensex में जबरदस्त तेजी, 22264 का स्तर पार",2026-09-05 06:38:32.834419+00:00,9,2,1,['sensex'],[],sensex,2026-09-05 19:16:04.264322+00:00,[],2026-09-05
"intraday_ishaan|2026-09-05T00:47:58.562925+00:00|#sensex looking strong today, breakout a",intraday_ishaan,"#sensex looking strong today, breakout above 50274, target 49974 Let's see how it closes.",2026-09-05 00:47:58.562925+00:00,3,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.271473+00:00,[],2026-09-05
"intraday_ishaan|2026-09-05T10:20:08.610457+00:00|#banknifty forming lower lows, 47960 sup",intraday_ishaan,"#banknifty forming lower lows, 47960 support gone, next target 48580 NFA.",2026-09-05 10:20:08.610457+00:00,0,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.302953+00:00,[],2026-09-05
"riskmanager_99|2026-09-05T01:54:30.895125+00:00|Global markets weak overnight, #nifty50 ",riskmanager_99,"Global markets weak overnight, #nifty50 may gap down below 47660 Let's see how it closes.",2026-09-05 01:54:30.895125+00:00,0,0,0,"['nifty50', 'nifty50']",[],nifty50,2026-09-05 19:16:04.282783+00:00,[],2026-09-05
"niftyguru|2026-09-05T01:18:15.188345+00:00|Sideways action continues on #intraday, ",niftyguru,"Sideways action continues on #intraday, 22756-22906 range holding Budget session ahead, stay alert.",2026-09-05 01:18:15.188345+00:00,4,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.256530+00:00,[],2026-09-05
"bull_on_dalal_st|2026-09-04T21:05:05.509359+00:00|#nifty50 showing higher highs, 50772 bro",bull_on_dalal_st,"#nifty50 showing higher highs, 50772 broken with volume, next stop 51572",2026-09-04 21:05:05.509359+00:00,11,1,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.295205+00:00,[],2026-09-04
"the_bear_desk|2026-09-05T05:14:51.973015+00:00|Panic selling in #sensex, 22287 breakdow",the_bear_desk,"Panic selling in #sensex, 22287 breakdown confirmed, stop loss hit Keep an eye on FII/DII data.",2026-09-05 05:14:51.973015+00:00,11,1,0,['sensex'],[],sensex,2026-09-05 19:16:04.288866+00:00,[],2026-09-05
"options_owl|2026-09-05T17:11:31.445873+00:00|Gap up opening expected for #nifty50, 22",options_owl,"Gap up opening expected for #nifty50, 22752 is the level to watch Keep an eye on FII/DII data.",2026-09-05 17:11:31.445873+00:00,13,2,2,['nifty50'],[],nifty50,2026-09-05 19:16:04.298992+00:00,[],2026-09-05
"niftyguru|2026-09-05T17:52:10.234464+00:00|बाजार में तेजी है, 21953 के ऊपर खरीदारी ",niftyguru,"बाजार में तेजी है, 21953 के ऊपर खरीदारी का मौका #banknifty Let's see how it closes.",2026-09-05 17:52:10.234464+00:00,1,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.306213+00:00,[],2026-09-05
"sensex_scalper|2026-09-05T00:35:39.976077+00:00|आज #banknifty में भारी गिरावट, 22945 का ",sensex_scalper,"आज #banknifty में भारी गिरावट, 22945 का सपोर्ट टूटा NFA. ITC also in focus.",2026-09-05 00:35:39.976077+00:00,6,0,0,['banknifty'],['user_abd8dc'],banknifty,2026-09-05 19:16:04.272292+00:00,[],2026-09-05
"niftyguru|2026-09-05T16:28:42.311260+00:00|FIIs buying heavily today, #banknifty co",niftyguru,"FIIs buying heavily today, #banknifty could test 50028 by expiry Kya lagta hai aap logo ka?",2026-09-05 16:28:42.311260+00:00,5,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.252226+00:00,[],2026-09-05
"algo_anil|2026-09-05T09:20:46.732550+00:00|मंदी का माहौल है बाज़ार में, 49157 से नी",algo_anil,"मंदी का माहौल है बाज़ार में, 49157 से नीचे बिकवाली तेज #nifty50",2026-09-05 09:20:46.732550+00:00,1,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.269214+00:00,[],2026-09-05
"chartwizard|2026-09-04T20:51:57.680956+00:00|Sideways action continues on #sensex, 48",chartwizard,"Sideways action continues on #sensex, 48286-48736 range holding DYOR.",2026-09-04 20:51:57.680956+00:00,15,2,1,"['sensex', 'nifty50']",[],sensex,2026-09-05 19:16:04.254199+00:00,[],2026-09-04
"MarketMaverick|2026-09-05T08:37:36.959926+00:00|Panic selling in #banknifty, 22501 break",MarketMaverick,"Panic selling in #banknifty, 22501 breakdown confirmed, stop loss hit",2026-09-05 08:37:36.959926+00:00,6,0,1,['banknifty'],['user_aba513'],banknifty,2026-09-05 19:16:04.290105+00:00,[],2026-09-05
"trader_raj|2026-09-05T08:51:52.847055+00:00|#nifty50 showing higher highs, 22715 bro-dup",trader_raj,"#nifty50 showing higher highs, 22715 broken with volume, next stop 23335 #optionstrading #dalalstreet",2026-09-05 08:51:52.847055+00:00,14,3,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.314645+00:00,[],2026-09-05
intraday_ishaan|2026-09-05T09:54:25.599446+00:00|Positional buy initiated on #sensex abov,intraday_ishaan,"Positional buy initiated on #sensex above 21882, SL below 22182 Options data suggests the same.",2026-09-05 09:54:25.599446+00:00,6,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.300383+00:00,[],2026-09-05
"options_owl|2026-09-05T15:03:44.323400+00:00|Watching #nifty50 closely, no clear tren",options_owl,"Watching #nifty50 closely, no clear trend yet. What's everyone's view on 51000?",2026-09-05 15:03:44.323400+00:00,6,0,0,['nifty50'],['user_f5316f'],nifty50,2026-09-05 19:16:04.287142+00:00,[],2026-09-05
"chartwizard|2026-09-05T04:10:46.066008+00:00|Watching #sensex closely, no clear trend",chartwizard,"Watching #sensex closely, no clear trend yet. What's everyone's view on 48912? Options data suggests the same.",2026-09-05 04:10:46.066008+00:00,11,1,2,"['sensex', 'intraday']",['user_77ae1d'],sensex,2026-09-05 19:16:04.271581+00:00,[],2026-09-05
"swing_trader_in|2026-09-04T20:18:49.128181+00:00|मंदी का माहौल है बाज़ार में, 22660 से नी",swing_trader_in,"मंदी का माहौल है बाज़ार में, 22660 से नीचे बिकवाली तेज #sensex Budget session ahead, stay alert.",2026-09-04 20:18:49.128181+00:00,9,2,0,['sensex'],['user_020ddb'],sensex,2026-09-05 19:16:04.309695+00:00,[],2026-09-04
"banknifty_baba|2026-09-05T11:05:10.968701+00:00|Market crash ho sakta hai, 22044 ka supp",banknifty_baba,"Market crash ho sakta hai, 22044 ka support toot gaya, bearish on #banknifty Kya lagta hai aap logo ka?",2026-09-05 11:05:10.968701+00:00,15,3,1,['banknifty'],[],banknifty,2026-09-05 19:16:04.259257+00:00,[],2026-09-05
"trader_raj|2026-09-05T03:37:54.538397+00:00|FIIs buying heavily today, #intraday cou",trader_raj,"FIIs buying heavily today, #intraday could test 50470 by expiry",2026-09-05 03:37:54.538397+00:00,9,1,1,"['intraday', 'sensex']",[],intraday,2026-09-05 19:16:04.268241+00:00,[],2026-09-05
banknifty_baba|2026-09-05T08:04:42.744755+00:00|Profit booking seen in #intraday near 21,banknifty_baba,"Profit booking seen in #intraday near 21809, caution advised #optionstrading #dalalstreet",2026-09-05 08:04:42.744755+00:00,13,0,1,['intraday'],['user_5db4b5'],intraday,2026-09-05 19:16:04.287439+00:00,[],2026-09-05
"banknifty_baba|2026-09-05T00:24:15.061038+00:00|बाजार में तेजी है, 47624 के ऊपर खरीदारी ",banknifty_baba,"बाजार में तेजी है, 47624 के ऊपर खरीदारी का मौका #nifty50 Let's see how it closes.",2026-09-05 00:24:15.061038+00:00,14,1,2,"['nifty50', 'banknifty']",[],nifty50,2026-09-05 19:16:04.303857+00:00,[],2026-09-05
"swing_trader_in|2026-09-05T09:39:39.665580+00:00|Low volume day for #sensex, market await",swing_trader_in,"Low volume day for #sensex, market awaiting 21794 confirmation Thoughts?",2026-09-05 09:39:39.665580+00:00,15,2,1,['sensex'],[],sensex,2026-09-05 19:16:04.283188+00:00,[],2026-09-05
"sensex_scalper|2026-09-05T05:38:13.890019+00:00|Global cues supportive, #sensex likely t",sensex_scalper,"Global cues supportive, #sensex likely to open above 50690 tomorrow Budget session ahead, stay alert.",2026-09-05 05:38:13.890019+00:00,2,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.282434+00:00,[],2026-09-05
"intraday_ishaan|2026-09-05T09:07:04.753800+00:00|Gap up opening expected for #nifty50, 48",intraday_ishaan,"Gap up opening expected for #nifty50, 48382 is the level to watch Keep an eye on FII/DII data.",2026-09-05 09:07:04.753800+00:00,6,0,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.299258+00:00,[],2026-09-05
"swing_trader_in|2026-09-05T07:48:55.816176+00:00|Watching #intraday closely, no clear tre-dup",swing_trader_in,"Watching #intraday closely, no clear trend yet. What's everyone's view on 47500? Keep an eye on FII/DII data.",2026-09-05 07:48:55.816176+00:00,4,0,0,"['intraday', 'banknifty']",['user_5bf573'],intraday,2026-09-05 19:16:04.314510+00:00,[],2026-09-05
"swing_trader_in|2026-09-05T16:50:14.140137+00:00|Gap up opening expected for #nifty50, 22",swing_trader_in,"Gap up opening expected for #nifty50, 22506 is the level to watch Let's see how it closes.",2026-09-05 16:50:14.140137+00:00,10,1,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.301136+00:00,[],2026-09-05
"trader_raj|2026-09-05T10:08:20.118913+00:00|Sensex rally continues, 22492 support ho",trader_raj,"Sensex rally continues, 22492 support holding well. Long positions looking good #sensex NFA.",2026-09-05 10:08:20.118913+00:00,5,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.303281+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T17:38:43.428897+00:00|Tejji ka mahaul hai #banknifty mein, 232",dalalstreet_diary,"Tejji ka mahaul hai #banknifty mein, 23270 pe strong buying dekhi DYOR.",2026-09-05 17:38:43.428897+00:00,15,3,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.311423+00:00,[],2026-09-05
"chartwizard|2026-09-04T19:04:13.198394+00:00|Buy the dip on 22948, 22498 target for s",chartwizard,"Buy the dip on 22948, 22498 target for swing trade #nifty50 $NIFTY",2026-09-04 19:04:13.198394+00:00,11,3,2,['nifty50'],[],nifty50,2026-09-05 19:16:04.265796+00:00,['NIFTY'],2026-09-04
"swing_trader_in|2026-09-05T04:33:51.794952+00:00|Watching #banknifty closely, no clear tr",swing_trader_in,"Watching #banknifty closely, no clear trend yet. What's everyone's view on 22383? Keep an eye on FII/DII data.",2026-09-05 04:33:51.794952+00:00,5,0,0,"['banknifty', 'banknifty']",['user_37da6e'],banknifty,2026-09-05 19:16:04.282893+00:00,[],2026-09-05
"trader_raj|2026-09-04T21:26:28.376850+00:00|Tejji ka mahaul hai #nifty50 mein, 49018-dup",trader_raj,"Tejji ka mahaul hai #nifty50 mein, 49018 pe strong buying dekhi Kya lagta hai aap logo ka?",2026-09-04 21:26:28.376850+00:00,1,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.313607+00:00,[],2026-09-04
"algo_anil|2026-09-04T22:55:48.316634+00:00|#intraday update: flat session so far, v",algo_anil,"#intraday update: flat session so far, volumes low ahead of RBI policy #stockmarket #trading Adani Enterprises also in focus.",2026-09-04 22:55:48.316634+00:00,1,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.261665+00:00,[],2026-09-04
"riskmanager_99|2026-09-05T12:22:57.251856+00:00|Buy the dip on 23077, 23697 target for s",riskmanager_99,"Buy the dip on 23077, 23697 target for swing trade #sensex $NIFTY Options data suggests the same.",2026-09-05 12:22:57.251856+00:00,12,2,0,['sensex'],['user_ae53d3'],sensex,2026-09-05 19:16:04.261867+00:00,['NIFTY'],2026-09-05
banknifty_baba|2026-09-04T21:39:43.262476+00:00|Profit booking seen in #banknifty near 4,banknifty_baba,"Profit booking seen in #banknifty near 48739, caution advised Kya lagta hai aap logo ka?",2026-09-04 21:39:43.262476+00:00,7,1,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.295949+00:00,[],2026-09-04
"the_bear_desk|2026-09-05T13:30:23.131284+00:00|Market crash ho sakta hai, 21566 ka supp",the_bear_desk,"Market crash ho sakta hai, 21566 ka support toot gaya, bearish on #sensex Volume bhi zyada hai aaj.",2026-09-05 13:30:23.131284+00:00,2,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.305993+00:00,[],2026-09-05
"niftyguru|2026-09-05T00:47:44.484071+00:00|Sideways action continues on #nifty50, 4",niftyguru,"Sideways action continues on #nifty50, 48076-48226 range holding Options data suggests the same.",2026-09-05 00:47:44.484071+00:00,15,3,2,['nifty50'],['user_2e82d8'],nifty50,2026-09-05 19:16:04.299171+00:00,[],2026-09-05
"options_owl|2026-09-04T22:35:06.725105+00:00|Low volume day for #intraday, market awa",options_owl,"Low volume day for #intraday, market awaiting 49720 confirmation",2026-09-04 22:35:06.725105+00:00,2,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.283709+00:00,[],2026-09-04
"options_owl|2026-09-05T10:40:22.273810+00:00|Sell on rise strategy for #nifty50, resi",options_owl,"Sell on rise strategy for #nifty50, resistance at 50506 not breaking RBI policy day today.",2026-09-05 10:40:22.273810+00:00,2,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.300102+00:00,[],2026-09-05
trader_raj|2026-09-04T22:31:44.236592+00:00|Short positions added on #nifty50 below ,trader_raj,"Short positions added on #nifty50 below 22267, target 22887",2026-09-04 22:31:44.236592+00:00,9,1,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.267889+00:00,[],2026-09-04
"algo_anil|2026-09-04T18:58:54.876063+00:00|FIIs buying heavily today, #intraday cou",algo_anil,"FIIs buying heavily today, #intraday could test 22154 by expiry NFA.",2026-09-04 18:58:54.876063+00:00,13,2,0,"['intraday', 'nifty50']",[],intraday,2026-09-05 19:16:04.309957+00:00,[],2026-09-04
"the_bear_desk|2026-09-05T02:26:36.103642+00:00|Global cues supportive, #banknifty likel-dup",the_bear_desk,"Global cues supportive, #banknifty likely to open above 21926 tomorrow Volume bhi zyada hai aaj.",2026-09-05 02:26:36.103642+00:00,1,0,0,"['banknifty', 'sensex']",[],banknifty,2026-09-05 19:16:04.313879+00:00,[],2026-09-05
options_owl|2026-09-04T20:49:12.256270+00:00|Nifty ne resistance todi! bullish moment,options_owl,"Nifty ne resistance todi! bullish momentum building, 48681 ke upar accumulate karo #nifty50 Options data suggests the same.",2026-09-04 20:49:12.256270+00:00,11,2,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.302554+00:00,[],2026-09-04
"chartwizard|2026-09-05T00:27:53.490109+00:00|Sideways action continues on #nifty50, 5",chartwizard,"Sideways action continues on #nifty50, 50734-50284 range holding NFA. ICICI Bank also in focus.",2026-09-05 00:27:53.490109+00:00,11,0,1,['nifty50'],['user_06a763'],nifty50,2026-09-05 19:16:04.300469+00:00,[],2026-09-05
chartwizard|2026-09-05T13:01:20.634305+00:00|Profit booking seen in #nifty50 near 495,chartwizard,"Profit booking seen in #nifty50 near 49589, caution advised Keep an eye on FII/DII data.",2026-09-05 13:01:20.634305+00:00,12,1,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.257487+00:00,[],2026-09-05
"riskmanager_99|2026-09-05T07:50:29.611337+00:00|#nifty50 forming lower lows, 50321 suppo",riskmanager_99,"#nifty50 forming lower lows, 50321 support gone, next target 49701 Kya lagta hai aap logo ka?",2026-09-05 07:50:29.611337+00:00,10,2,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.304440+00:00,[],2026-09-05
"riskmanager_99|2026-09-05T03:01:11.075729+00:00|Buy the dip on 49536, 49986 target for s",riskmanager_99,"Buy the dip on 49536, 49986 target for swing trade #intraday $NIFTY #stockmarket #trading",2026-09-05 03:01:11.075729+00:00,10,2,0,['intraday'],[],intraday,2026-09-05 19:16:04.297609+00:00,['NIFTY'],2026-09-05
"options_owl|2026-09-05T16:36:09.496264+00:00|FIIs buying heavily today, #nifty50 coul",options_owl,"FIIs buying heavily today, #nifty50 could test 21998 by expiry #optionstrading #dalalstreet",2026-09-05 16:36:09.496264+00:00,7,0,1,"['nifty50', 'banknifty']",[],nifty50,2026-09-05 19:16:04.294175+00:00,[],2026-09-05
"niftyguru|2026-09-05T14:43:25.996485+00:00|FIIs selling continuously, #sensex weak ",niftyguru,"FIIs selling continuously, #sensex weak below 22928 NFA.",2026-09-05 14:43:25.996485+00:00,1,0,0,"['sensex', 'nifty50']",[],sensex,2026-09-05 19:16:04.288076+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T00:15:00.242924+00:00|आज #banknifty में जबरदस्त तेजी, 49887 का",the_bear_desk,"आज #banknifty में जबरदस्त तेजी, 49887 का स्तर पार Options data suggests the same.",2026-09-05 00:15:00.242924+00:00,9,2,1,['banknifty'],[],banknifty,2026-09-05 19:16:04.258114+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-04T22:49:00.218524+00:00|Panic selling in #sensex, 22463 breakdow",dalalstreet_diary,"Panic selling in #sensex, 22463 breakdown confirmed, stop loss hit Budget session ahead, stay alert.",2026-09-04 22:49:00.218524+00:00,13,2,1,['sensex'],['user_94d653'],sensex,2026-09-05 19:16:04.293887+00:00,[],2026-09-04
"niftyguru|2026-09-05T09:37:58.159513+00:00|FIIs selling continuously, #nifty50 weak",niftyguru,"FIIs selling continuously, #nifty50 weak below 47859 Keep an eye on FII/DII data. SBI also in focus.",2026-09-05 09:37:58.159513+00:00,0,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.256790+00:00,[],2026-09-05
"algo_anil|2026-09-04T21:07:04.292988+00:00|Sell on rise strategy for #banknifty, re",algo_anil,"Sell on rise strategy for #banknifty, resistance at 48196 not breaking Keep an eye on FII/DII data.",2026-09-04 21:07:04.292988+00:00,11,1,1,"['banknifty', 'banknifty']",[],banknifty,2026-09-05 19:16:04.287070+00:00,[],2026-09-04
"intraday_ishaan|2026-09-05T15:54:29.284819+00:00|Global markets weak overnight, #intraday",intraday_ishaan,"Global markets weak overnight, #intraday may gap down below 50482 #stockmarket #trading",2026-09-05 15:54:29.284819+00:00,7,1,0,['intraday'],[],intraday,2026-09-05 19:16:04.278095+00:00,[],2026-09-05
riskmanager_99|2026-09-05T00:06:06.748419+00:00|#intraday range-bound between 50357 and ,riskmanager_99,"#intraday range-bound between 50357 and 50657 today, waiting for a clear direction Kya lagta hai aap logo ka?",2026-09-05 00:06:06.748419+00:00,6,1,0,['intraday'],[],intraday,2026-09-05 19:16:04.300178+00:00,[],2026-09-05
trader_raj|2026-09-05T17:59:59.099197+00:00|Positional buy initiated on #sensex abov,trader_raj,"Positional buy initiated on #sensex above 21582, SL below 21132 Volume bhi zyada hai aaj.",2026-09-05 17:59:59.099197+00:00,7,1,0,"['sensex', 'intraday']",[],sensex,2026-09-05 19:16:04.287462+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T11:31:44.928416+00:00|Sensex rally continues, 48916 support ho",dalalstreet_diary,"Sensex rally continues, 48916 support holding well. Long positions looking good #banknifty Adani Enterprises also in focus.",2026-09-05 11:31:44.928416+00:00,15,3,2,['banknifty'],['user_f6cff8'],banknifty,2026-09-05 19:16:04.272068+00:00,[],2026-09-05
"quant_priya|2026-09-05T08:39:59.607849+00:00|मंदी का माहौल है बाज़ार में, 49103 से नी",quant_priya,"मंदी का माहौल है बाज़ार में, 49103 से नीचे बिकवाली तेज #nifty50",2026-09-05 08:39:59.607849+00:00,5,1,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.303507+00:00,[],2026-09-05
"banknifty_baba|2026-09-05T08:22:35.064391+00:00|Global markets weak overnight, #banknift",banknifty_baba,"Global markets weak overnight, #banknifty may gap down below 22801 #stockmarket #trading",2026-09-05 08:22:35.064391+00:00,9,1,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.303131+00:00,[],2026-09-05
"bull_on_dalal_st|2026-09-04T20:13:51.401637+00:00|FIIs selling continuously, #nifty50 weak",bull_on_dalal_st,"FIIs selling continuously, #nifty50 weak below 48876 Let's see how it closes.",2026-09-04 20:13:51.401637+00:00,15,1,1,"['nifty50', 'nifty50']",[],nifty50,2026-09-05 19:16:04.310524+00:00,[],2026-09-04
"trader_raj|2026-09-05T03:11:16.984396+00:00|Global markets weak overnight, #nifty50 ",trader_raj,"Global markets weak overnight, #nifty50 may gap down below 48289 #stockmarket #trading",2026-09-05 03:11:16.984396+00:00,8,2,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.274501+00:00,[],2026-09-05
"chartwizard|2026-09-04T21:28:40.629420+00:00|Global cues supportive, #sensex likely t",chartwizard,"Global cues supportive, #sensex likely to open above 21855 tomorrow Volume bhi zyada hai aaj.",2026-09-04 21:28:40.629420+00:00,14,1,2,['sensex'],[],sensex,2026-09-05 19:16:04.283411+00:00,[],2026-09-04
"dalalstreet_diary|2026-09-05T07:56:25.598363+00:00|आज #banknifty में जबरदस्त तेजी, 48086 का",dalalstreet_diary,"आज #banknifty में जबरदस्त तेजी, 48086 का स्तर पार Budget session ahead, stay alert.",2026-09-05 07:56:25.598363+00:00,6,1,1,"['banknifty', 'sensex']",[],banknifty,2026-09-05 19:16:04.264757+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T01:43:26.407637+00:00|#intraday looking strong today, breakout",the_bear_desk,"#intraday looking strong today, breakout above 49293, target 49443",2026-09-05 01:43:26.407637+00:00,15,1,0,['intraday'],[],intraday,2026-09-05 19:16:04.279532+00:00,[],2026-09-05
quant_priya|2026-09-05T09:56:18.343989+00:00|Positional buy initiated on #nifty50 abo,quant_priya,"Positional buy initiated on #nifty50 above 49019, SL below 49319 RBI policy day today.",2026-09-05 09:56:18.343989+00:00,2,0,0,"['nifty50', 'intraday']",[],nifty50,2026-09-05 19:16:04.282801+00:00,[],2026-09-05
